"SEGMENTID","ONSTREETNAME","FROMSTREETNAME","TOSTREETNAME","BOROUGH_CODE","WORK_START_DATE","WORK_END_DATE","PURPOSE"
126811,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
22560,"WYCKOFF STREET","HOYT STREET","SMITH STREET","B",2017-10-03,2017-10-05,"OCCUPANCY OF SIDEWALK AS STIPULATED"
22560,"WYCKOFF STREET","HOYT STREET","SMITH STREET","B",2017-10-03,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
48343,"SHEPHERD AVENUE","COZINE AVENUE","WORTMAN AVENUE","B",2017-10-03,2017-10-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
48343,"SHEPHERD AVENUE","COZINE AVENUE","WORTMAN AVENUE","B",2017-10-03,2017-10-07,"OCCUPANCY OF SIDEWALK AS STIPULATED"
48343,"SHEPHERD AVENUE","COZINE AVENUE","WORTMAN AVENUE","B",2017-10-03,2017-10-07,"PLACE CRANE OR SHOVEL ON STREET"
126811,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
106095,"WEST   49 STREET","10 AVENUE","AMTRAK RR","M",2017-10-03,2017-10-04,"DOT IN-HOUSE PAVING"
106096,"WEST   49 STREET","11 AVENUE","AMTRAK RR","M",2017-10-03,2017-10-04,"DOT IN-HOUSE PAVING"
126808,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
126808,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
126809,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
126809,"81 STREET","3 AVENUE","4 AVENUE","B",2017-10-03,2017-10-05,"OCCUPANCY OF SIDEWALK AS STIPULATED"
164730,"WEST   49 STREET","11 AVENUE","12 AVENUE","M",2017-10-03,2017-10-04,"DOT IN-HOUSE PAVING"
164731,"WEST   49 STREET","11 AVENUE","12 AVENUE","M",2017-10-03,2017-10-04,"DOT IN-HOUSE PAVING"
22560,"WYCKOFF STREET","HOYT STREET","SMITH STREET","B",2017-10-03,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
33854,"10 AVENUE","WEST   47 STREET","WEST   48 STREET","M",2017-10-03,2017-10-04,"DOT IN-HOUSE PAVING"
32087,"WALKER STREET","BROADWAY","CORTLANDT ALLEY","M",2017-10-03,2017-11-15,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
32087,"WALKER STREET","BROADWAY","CORTLANDT ALLEY","M",2017-10-03,2017-11-15,"OCCUPANCY OF ROADWAY AS STIPULATED"
113598,"EAST  195 STREET","DECATUR AVENUE","MARION AVENUE","X",2017-10-03,2017-10-22,"OCCUPANCY OF ROADWAY AS STIPULATED"
113599,"EAST  195 STREET","DECATUR AVENUE","MARION AVENUE","X",2017-10-03,2017-10-22,"OCCUPANCY OF ROADWAY AS STIPULATED"
80190,"MARION AVENUE","EAST  195 STREET","EAST  196 STREET","X",2017-10-03,2017-10-22,"OCCUPANCY OF ROADWAY AS STIPULATED"
80190,"MARION AVENUE","EAST  195 STREET","EAST  196 STREET","X",2017-10-03,2017-10-22,"PLACE CRANE OR SHOVEL ON STREET"
80189,"MARION AVENUE","EAST  194 STREET","EAST  195 STREET","X",2017-10-03,2017-10-22,"OCCUPANCY OF ROADWAY AS STIPULATED"
80189,"MARION AVENUE","EAST  194 STREET","EAST  195 STREET","X",2017-10-03,2017-10-22,"PLACE CRANE OR SHOVEL ON STREET"
267780,"47 ROAD","CENTER BOULEVARD","DEAD END","Q",2017-10-03,2017-10-27,"REPAIR WATER - SEWER"
13085,"OCEAN TERRACE","MILFORD AVENUE","MILFORD DRIVE","S",2017-10-03,2017-10-27,"PAVE STREET-W/ ENGINEERING & INSP FEE-P"
165347,"PARK AVENUE","EAST   40 STREET","EAST   41 STREET","M",2017-10-02,2017-10-13,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
165346,"PARK AVENUE","EAST   40 STREET","EAST   41 STREET","M",2017-10-02,2017-10-13,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
165346,"PARK AVENUE","EAST   40 STREET","EAST   41 STREET","M",2017-10-02,2017-10-13,"OCCUPANCY OF ROADWAY AS STIPULATED"
165347,"PARK AVENUE","EAST   40 STREET","EAST   41 STREET","M",2017-10-02,2017-10-13,"OCCUPANCY OF ROADWAY AS STIPULATED"
126902,"72 STREET","COLONIAL ROAD","NARROWS AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
127076,"76 STREET","10 AVENUE","11 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
127077,"76 STREET","10 AVENUE","11 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
127078,"76 STREET","11 AVENUE","12 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
127079,"76 STREET","11 AVENUE","12 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
127080,"76 STREET","11 AVENUE","12 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
127081,"76 STREET","11 AVENUE","12 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
128551,"STANWIX STREET","MELROSE STREET","RENAISSANCE COURT","B",2017-10-02,2017-10-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
126888,"72 STREET","72 COURT","NARROWS AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
127082,"76 STREET","11 AVENUE","12 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
167846,"EAST   89 STREET","AVENUE N","SEAVIEW AVENUE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
17191,"76 STREET","5 AVENUE","6 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
17287,"76 STREET","6 AVENUE","7 AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
17419,"72 STREET","72 COURT","SHORE ROAD","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
17541,"RIDGE BOULEVARD","72 STREET","73 STREET","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
17545,"RIDGE BOULEVARD","71 STREET","OVINGTON AVENUE","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
17560,"RIDGE BOULEVARD","68 STREET","BAY RIDGE AVENUE","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
17562,"RIDGE BOULEVARD","68 STREET","SENATOR STREET","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
215370,"RIDGE BOULEVARD","70 STREET","BAY RIDGE AVENUE","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
46343,"EAST   89 STREET","BEACH PLACE","STILLWELLS PLACE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
32022,"LITTLE WEST   12 STREET","9 AVENUE","WASHINGTON STREET","M",2017-10-02,2017-11-15,"OCCUPANCY OF ROADWAY AS STIPULATED"
106099,"WEST   51 STREET","10 AVENUE","11 AVENUE","M",2017-10-02,2017-10-03,"DOT IN-HOUSE PAVING"
106100,"WEST   51 STREET","10 AVENUE","11 AVENUE","M",2017-10-02,2017-10-03,"DOT IN-HOUSE PAVING"
126877,"76 STREET","10 AVENUE","FT HAMILTON PARKWAY","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
126878,"76 STREET","10 AVENUE","FT HAMILTON PARKWAY","B",2017-10-02,2017-10-06,"DOT IN-HOUSE MILLING"
126889,"72 STREET","72 COURT","NARROWS AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
126899,"72 STREET","COLONIAL ROAD","NARROWS AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
126900,"72 STREET","COLONIAL ROAD","NARROWS AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
126901,"72 STREET","COLONIAL ROAD","NARROWS AVENUE","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
161230,"64 STREET","4 AVENUE","5 AVENUE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE MILLING"
161263,"64 STREET","4 AVENUE","GOWANUS EXPRESSWAY EB EXIT   21","B",2017-10-02,2017-10-05,"DOT IN-HOUSE MILLING"
161265,"64 STREET","4 AVENUE","GOWANUS EXPRESSWAY EB EXIT   21","B",2017-10-02,2017-10-05,"DOT IN-HOUSE MILLING"
164734,"WEST   51 STREET","11 AVENUE","12 AVENUE","M",2017-10-02,2017-10-03,"DOT IN-HOUSE PAVING"
164735,"WEST   51 STREET","11 AVENUE","12 AVENUE","M",2017-10-02,2017-10-03,"DOT IN-HOUSE PAVING"
16968,"RIDGE BOULEVARD","74 STREET","BAY RIDGE PARKWAY","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
23984,"PACIFIC STREET","BOERUM PLACE","SMITH STREET","B",2017-10-02,2017-10-04,"OCCUPANCY OF ROADWAY AS STIPULATED"
23984,"PACIFIC STREET","BOERUM PLACE","SMITH STREET","B",2017-10-02,2017-10-04,"OCCUPANCY OF SIDEWALK AS STIPULATED"
23984,"PACIFIC STREET","BOERUM PLACE","SMITH STREET","B",2017-10-02,2017-10-04,"PLACE CRANE OR SHOVEL ON STREET"
33977,"WEST   51 STREET","9 AVENUE","10 AVENUE","M",2017-10-02,2017-10-03,"DOT IN-HOUSE PAVING"
38348,"WEST  114 STREET","AMSTERDAM AVENUE","MORNINGSIDE DRIVE","M",2017-10-02,2017-10-14,"OCCUPANCY OF ROADWAY AS STIPULATED"
110357,"RIDGE BOULEVARD","67 STREET","SENATOR STREET","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
110358,"RIDGE BOULEVARD","67 STREET","SENATOR STREET","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
16897,"95 STREET","4 AVENUE","FT HAMILTON PARKWAY","B",2017-10-02,2017-10-04,"DOT IN-HOUSE MILLING"
174362,"EAST  172 STREET","GRAND CONCOURSE","WYTHE PLACE","X",2017-10-02,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
174362,"EAST  172 STREET","GRAND CONCOURSE","WYTHE PLACE","X",2017-10-02,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
174363,"EAST  172 STREET","GRAND CONCOURSE","WYTHE PLACE","X",2017-10-02,2017-10-05,"OCCUPANCY OF ROADWAY AS STIPULATED"
174363,"EAST  172 STREET","GRAND CONCOURSE","WYTHE PLACE","X",2017-10-02,2017-10-05,"PLACE CRANE OR SHOVEL ON STREET"
17485,"RIDGE BOULEVARD","73 STREET","74 STREET","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
17543,"RIDGE BOULEVARD","71 STREET","72 STREET","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
17547,"RIDGE BOULEVARD","70 STREET","OVINGTON AVENUE","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
215371,"RIDGE BOULEVARD","70 STREET","BAY RIDGE AVENUE","B",2017-10-02,2017-10-04,"DOT IN-HOUSE PAVING"
128663,"EAST   89 STREET","AVENUE J","CHURCH LANE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
128664,"EAST   89 STREET","AVENUE J","CHURCH LANE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
161231,"64 STREET","4 AVENUE","5 AVENUE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE MILLING"
17479,"72 STREET","COLONIAL ROAD","RIDGE BOULEVARD","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
17542,"72 STREET","3 AVENUE","RIDGE BOULEVARD","B",2017-10-02,2017-10-06,"DOT IN-HOUSE PAVING"
294439,"EAST   89 STREET","AVENUE N","SEAVIEW AVENUE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
294440,"EAST   89 STREET","AVENUE N","SEAVIEW AVENUE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
46101,"EAST   89 STREET","AVENUE M","AVENUE N","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
46222,"EAST   89 STREET","AVENUE J","FLATLANDS AVENUE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
46345,"EAST   89 STREET","AVENUE L","BEACH PLACE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
46346,"EAST   89 STREET","AVENUE L","AVENUE M","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
46350,"EAST   89 STREET","AVENUE K","STILLWELLS PLACE","B",2017-10-02,2017-10-05,"DOT IN-HOUSE PAVING"
16766,"95 STREET","3 AVENUE","4 AVENUE","B",2017-10-02,2017-10-04,"DOT IN-HOUSE MILLING"
32022,"LITTLE WEST   12 STREET","9 AVENUE","WASHINGTON STREET","M",2017-10-02,2017-11-15,"PLACE MATERIAL ON STREET"
181363,"TOTTEN AVENUE","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
181362,"TOTTEN AVENUE","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
99088,"TOTTEN AVENUE","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
181363,"TOTTEN AVENUE","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
181362,"TOTTEN AVENUE","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
99088,"TOTTEN AVENUE","BELL BOULEVARD","CROSS ISLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180324,"GRAND CENTRL PARKWAY","MIDLAND PARKWAY","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180323,"GRAND CENTRL PARKWAY","MIDLAND PARKWAY","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180334,"GRAND CENTRL PARKWAY","MIDLAND PARKWAY","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180334,"GRAND CENTRL PARKWAY","MIDLAND PARKWAY","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180323,"GRAND CENTRL PARKWAY","MIDLAND PARKWAY","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180324,"GRAND CENTRL PARKWAY","MIDLAND PARKWAY","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96547,"GRAND CENTRL PARKWAY","CHEVY CHASE STREET","WICKLOW PLACE","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96547,"GRAND CENTRL PARKWAY","CHEVY CHASE STREET","WICKLOW PLACE","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96425,"GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY EB ET   19","SOMERSET STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96425,"GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY EB ET   19","SOMERSET STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96413,"GRAND CENTRL PARKWAY","AVON STREET","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96414,"GRAND CENTRL PARKWAY","AVON STREET","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96413,"GRAND CENTRL PARKWAY","AVON STREET","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96414,"GRAND CENTRL PARKWAY","AVON STREET","RADNOR ROAD","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96564,"GRAND CENTRAL PKWY EB EN WICKLOW","188 STREET","GRAND CENTRAL PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96564,"GRAND CENTRAL PKWY EB EN WICKLOW","188 STREET","GRAND CENTRAL PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96545,"GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY ET   19 EB","CHEVY CHASE STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96545,"GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY ET   19 EB","CHEVY CHASE STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
194271,"GRAND CENTRL PARKWAY","AVON STREET","SOMERSET STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
194271,"GRAND CENTRL PARKWAY","AVON STREET","SOMERSET STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180251,"GRAND CENTRL PARKWAY","EDGERTON BOULEVARD","MIDLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
194379,"GRAND CENTRL PARKWAY","EDGERTON BOULEVARD","MIDLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180248,"GRAND CENTRL PARKWAY","EDGERTON BOULEVARD","MIDLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180251,"GRAND CENTRL PARKWAY","EDGERTON BOULEVARD","MIDLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
194379,"GRAND CENTRL PARKWAY","EDGERTON BOULEVARD","MIDLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180248,"GRAND CENTRL PARKWAY","EDGERTON BOULEVARD","MIDLAND PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180233,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
221969,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
221970,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96194,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
221969,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180233,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
221970,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96194,"GRAND CENTRAL PARKWAY","EDGERTON BOULEVARD","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96194,"GRAND CENTRAL PARKWAY","GRAND CENTRAL PY EB EN HOMELAWN","BEND","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96194,"GRAND CENTRAL PARKWAY","GRAND CENTRAL PY EB EN HOMELAWN","BEND","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180245,"GRAND CENTRAL PY EB EN HOMELAWN","GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180244,"GRAND CENTRAL PY EB EN HOMELAWN","GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
180244,"GRAND CENTRAL PY EB EN HOMELAWN","GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180245,"GRAND CENTRAL PY EB EN HOMELAWN","GRAND CENTRAL PARKWAY","GRAND CENTRAL PARKWAY","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180138,"GRAND CENTRL PARKWAY","173 STREET","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
192764,"GRAND CENTRL PARKWAY","173 STREET","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
192764,"GRAND CENTRL PARKWAY","173 STREET","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
180138,"GRAND CENTRL PARKWAY","173 STREET","HOMELAWN STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
96055,"GRAND CENTRAL PARKWAY E SVC RD","GCP EB EXIT   18","173 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96055,"GRAND CENTRAL PARKWAY E SVC RD","GCP EB EXIT   18","173 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
95906,"GRAND CENTRL PARKWAY","169 STREET","170 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96048,"GRAND CENTRAL PARKWAY E SVC RD","172 STREET","GCP EB EXIT   18","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
96048,"GRAND CENTRAL PARKWAY E SVC RD","172 STREET","GCP EB EXIT   18","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
95906,"GRAND CENTRL PARKWAY","169 STREET","170 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
194361,"GRAND CENTRL PARKWAY","170 STREET","172 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
194361,"GRAND CENTRL PARKWAY","170 STREET","172 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
95896,"GRAND CENTRL PARKWAY","168 PLACE","168 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
95896,"GRAND CENTRL PARKWAY","168 PLACE","168 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
95902,"GRAND CENTRL PARKWAY","168 PLACE","169 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE MILLING"
95902,"GRAND CENTRL PARKWAY","168 PLACE","169 STREET","Q",2017-10-02,2017-11-30,"DOT IN-HOUSE PAVING"
291129,"STANWIX STREET","FORREST STREET","NOLL STREET","B",2017-10-02,2017-10-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
291128,"STANWIX STREET","FORREST STREET","NOLL STREET","B",2017-10-02,2017-10-07,"OCCUPANCY OF ROADWAY AS STIPULATED"
291129,"STANWIX STREET","FORREST STREET","NOLL STREET","B",2017-10-02,2017-10-07,"PLACE CRANE OR SHOVEL ON STREET"
291128,"STANWIX STREET","FORREST STREET","NOLL STREET","B",2017-10-02,2017-10-07,"PLACE CRANE OR SHOVEL ON STREET"
4961,"SIGNS ROAD","ARLENE STREET","CARREAU AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
4964,"SIGNS ROAD","CARREAU AVENUE","TODDY AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159734,"SIGNS ROAD","RICHMOND AVENUE","TODDY AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159733,"SIGNS ROAD","RICHMOND AVENUE","TODDY AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
220143,"GULF AVENUE","BLOOMFIELD AVENUE","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5189,"GULF AVENUE","BLOOMFIELD AVENUE","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
281084,"GULF AVENUE","BLOOMFIELD AVENUE","EDWARD CURRY AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
281085,"GULF AVENUE","BLOOMFIELD AVENUE","EDWARD CURRY AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5178,"GULF AVENUE","BLOOMFIELD AVENUE","EDWARD CURRY AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
184459,"GULF AVENUE","BLOOMFIELD AVENUE","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
184460,"GULF AVENUE","BLOOMFIELD AVENUE","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
220142,"GULF AVENUE","BODY OF WATER","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5159,"GULF AVENUE","STATEN IS EXPWY EB EN GULF AVE","SI RAPID TRANSIT","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5135,"GULF AVENUE","BEND","WESTERN AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
222889,"CHELSEA ROAD","BEND","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5114,"CHELSEA ROAD","BEND","BEND","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5113,"CHELSEA ROAD","BEND","BEND","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
222888,"CHELSEA ROAD","BODY OF WATER","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
281063,"CHELSEA ROAD","EDWARD CURRY AVENUE","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5130,"CHELSEA ROAD","BLOOMFIELD AVENUE","RIVER ROAD","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
281062,"CHELSEA ROAD","EDWARD CURRY AVENUE","BODY OF WATER","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159798,"EDWARD CURRY AVENUE","GLEN STREET","SOUTH AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
281123,"EDWARD CURRY AVENUE","GLEN STREET","SOUTH AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
281124,"EDWARD CURRY AVENUE","GLEN STREET","SOUTH AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
5170,"EDWARD CURRY AVENUE","GLEN STREET","SOUTH AVENUE","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159776,"EDWARD CURRY AVENUE","GLEN STREET","WEST SHORE EXPRESSWAY","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159775,"EDWARD CURRY AVENUE","GLEN STREET","WEST SHORE EXPRESSWAY","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159773,"EDWARD CURRY AVENUE","GULF AVENUE","WEST SHORE EXPRESSWAY","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
159774,"EDWARD CURRY AVENUE","GULF AVENUE","WEST SHORE EXPRESSWAY","S",2017-10-02,2017-12-28,"CONTRACT ROADWAY MILLING"
