"SEGMENTID","ONSTREETNAME","FROMSTREETNAME","TOSTREETNAME","BOROUGH_CODE","WORK_START_DATE","WORK_END_DATE","PURPOSE"
116367,"TELLER AVENUE","BEND","EAST  170 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
116368,"TELLER AVENUE","BEND","EAST  170 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
116367,"TELLER AVENUE","EAST  170 STREET","FINDLAY AVENUE","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
116366,"TELLER AVENUE","EAST  169 STREET","FINDLAY AVENUE","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
116365,"TELLER AVENUE","EAST  169 STREET","FINDLAY AVENUE","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
72135,"TELLER AVENUE","EAST  168 STREET","EAST  169 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9008583,"TELLER AVENUE","EAST  167 STREET","EAST  168 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9008581,"TELLER AVENUE","EAST  167 STREET","EAST  168 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9008582,"TELLER AVENUE","EAST  167 STREET","EAST  168 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003505,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003506,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003508,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003509,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003512,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003515,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003503,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003501,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003502,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003507,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003511,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003513,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003516,"TELLER AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003538,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003550,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003551,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003539,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003540,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003542,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003543,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003545,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003546,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003547,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
9003549,"TELLER AVENUE","EAST  165 STREET","EAST  166 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
71941,"TELLER AVENUE","EAST  164 STREET","EAST  165 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
71935,"TELLER AVENUE","EAST  163 STREET","EAST  164 STREET","X",2017-10-20,2017-12-20,"DOT IN-HOUSE PAVING"
72299,"COLLEGE AVENUE","EAST  171 STREET","EAST  172 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
72154,"COLLEGE AVENUE","EAST  170 STREET","EAST  171 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
72143,"COLLEGE AVENUE","EAST  169 STREET","EAST  170 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
72127,"COLLEGE AVENUE","EAST  168 STREET","EAST  169 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
72123,"COLLEGE AVENUE","EAST  167 STREET","EAST  168 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
9003466,"COLLEGE AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
9003467,"COLLEGE AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
9003464,"COLLEGE AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
9003468,"COLLEGE AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
9003469,"COLLEGE AVENUE","EAST  166 STREET","EAST  167 STREET","X",2017-10-20,2017-12-27,"DOT IN-HOUSE PAVING"
72298,"EAST  171 STREET","COLLEGE AVENUE","TELLER AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
72156,"EAST  171 STREET","COLLEGE AVENUE","MORRIS AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
113576,"BRIGGS AVENUE","BEND","EAST  194 STREET","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
176304,"EAST  192 STREET","GRAND CONCOURSE","VALENTINE AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
176303,"EAST  192 STREET","GRAND CONCOURSE","VALENTINE AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
79628,"WEST  184 STREET","AQUEDUCT AVENUE","GRAND AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
79623,"WEST  184 STREET","DAVIDSON AVENUE","GRAND AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
79755,"WEST  184 STREET","DAVIDSON AVENUE","EAST  184 STREET","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
79604,"WEST  183 STREET","AQUEDUCT AVENUE","GRAND AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
79609,"WEST  183 STREET","DAVIDSON AVENUE","GRAND AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
79617,"WEST  183 STREET","DAVIDSON AVENUE","JEROME AVENUE","X",2017-10-20,2018-01-17,"DOT IN-HOUSE PAVING"
106114,"WEST   58 STREET","10 AVENUE","11 AVENUE","M",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
115213,"EMERSON PLACE","BEND","CLASSON AVENUE","B",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
19898,"14 AVENUE","67 STREET","OVINGTON AVENUE","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19900,"14 AVENUE","66 STREET","67 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19758,"14 AVENUE","73 STREET","74 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19761,"14 AVENUE","72 STREET","73 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19762,"14 AVENUE","71 STREET","72 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19764,"14 AVENUE","70 STREET","71 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19774,"14 AVENUE","70 STREET","BAY RIDGE AVENUE","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19902,"14 AVENUE","65 STREET","66 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19923,"14 AVENUE","64 STREET","65 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
19926,"14 AVENUE","63 STREET","64 STREET","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
22929,"NEVINS STREET","SCHERMERHORN STREET","STATE STREET","B",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
44186,"MESEROLE STREET","BUSHWICK AVENUE","HUMBOLDT STREET","B",2017-10-19,2017-11-02,"DEP CONTRACTOR MAJOR INSTALLATION SEWER"
42516,"WILLMOHR STREET","EAST   94 STREET","EAST   95 STREET","B",2017-10-19,2017-10-24,"DOT IN-HOUSE MILLING"
42519,"WILLMOHR STREET","EAST   95 STREET","EAST   96 STREET","B",2017-10-19,2017-10-24,"DOT IN-HOUSE MILLING"
42639,"WILLMOHR STREET","EAST   96 STREET","ROCKAWAY PARKWAY","B",2017-10-19,2017-10-24,"DOT IN-HOUSE MILLING"
42642,"WILLMOHR STREET","EAST   98 STREET","ROCKAWAY PARKWAY","B",2017-10-19,2017-10-24,"DOT IN-HOUSE MILLING"
19776,"14 AVENUE","BAY RIDGE AVENUE","OVINGTON AVENUE","B",2017-10-19,2017-10-27,"DOT IN-HOUSE PAVING"
166124,"EAST  104 STREET","LEXINGTON AVENUE","METRO-NORTH RR","M",2017-10-19,2017-11-18,"OCCUPANCY OF ROADWAY AS STIPULATED"
34118,"WEST   58 STREET","9 AVENUE","10 AVENUE","M",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
164828,"WEST   58 STREET","11 AVENUE","12 AVENUE","M",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
164829,"WEST   58 STREET","11 AVENUE","12 AVENUE","M",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
166124,"EAST  104 STREET","LEXINGTON AVENUE","METRO-NORTH RR","M",2017-10-19,2017-11-18,"PLACE CRANE OR SHOVEL ON STREET"
166123,"EAST  104 STREET","LEXINGTON AVENUE","METRO-NORTH RR","M",2017-10-19,2017-11-18,"OCCUPANCY OF ROADWAY AS STIPULATED"
166123,"EAST  104 STREET","LEXINGTON AVENUE","METRO-NORTH RR","M",2017-10-19,2017-11-18,"PLACE CRANE OR SHOVEL ON STREET"
106113,"WEST   58 STREET","10 AVENUE","11 AVENUE","M",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
164830,"WEST   58 STREET","11 AVENUE","12 AVENUE","M",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
167374,"EAST   95 STREET","AVENUE A","LINDEN BOULEVARD","B",2017-10-19,2017-10-23,"DOT IN-HOUSE MILLING"
167375,"EAST   95 STREET","AVENUE A","LINDEN BOULEVARD","B",2017-10-19,2017-10-23,"DOT IN-HOUSE MILLING"
167376,"EAST   95 STREET","AVENUE A","LINDEN BOULEVARD","B",2017-10-19,2017-10-23,"DOT IN-HOUSE MILLING"
31394,"MESEROLE STREET","GRAHAM AVENUE","HUMBOLDT STREET","B",2017-10-19,2017-11-02,"DEP CONTRACTOR MAJOR INSTALLATION SEWER"
22927,"NEVINS STREET","ATLANTIC AVENUE","STATE STREET","B",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
22931,"NEVINS STREET","LIVINGSTON STREET","SCHERMERHORN STREET","B",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
30505,"EMERSON PLACE","MYRTLE AVENUE","PARK AVENUE","B",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
30507,"EMERSON PLACE","MYRTLE AVENUE","WILLOUGHBY AVENUE","B",2017-10-19,2017-10-23,"DOT IN-HOUSE PAVING"
42637,"EAST   95 STREET","AVENUE A","AVENUE B","B",2017-10-19,2017-10-23,"DOT IN-HOUSE MILLING"
181351,"CLEARVIEW EXPRESSWAY","32 AVENUE","CLEARVIEW EXPWY SB ET    6 A","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181117,"213 STREET","48 AVENUE","50 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181118,"213 STREET","48 AVENUE","50 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
131943,"CLEARVIEW EXPRESSWAY","33 AVENUE","34 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
131944,"CLEARVIEW EXPRESSWAY","33 AVENUE","34 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
194169,"CLEARVIEW EXPRESSWAY","33 AVENUE","34 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
181135,"214 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181136,"214 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181137,"214 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181130,"213 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181131,"213 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181132,"213 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
107590,"CLEARVIEW EXPRESSWAY","26 AVENUE","32 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
99038,"CLEARVIEW EXPRESSWAY","26 AVENUE","32 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
99040,"CLEARVIEW EXPRESSWAY","26 AVENUE","32 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
99053,"CLEARVIEW EXPRESSWAY","26 AVENUE","32 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
194166,"CLEARVIEW EXPRESSWAY","26 AVENUE","32 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
194168,"207 STREET","32 AVENUE","CLEARVIEW EXPRESSWAY","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
98954,"CLEARVIEW EXPRESSWAY","26 AVENUE","32 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181138,"214 STREET","58 AVENUE","HORACE HARDING EXPRESSWAY","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181139,"214 STREET","58 AVENUE","HORACE HARDING EXPRESSWAY","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181133,"213 STREET","58 AVENUE","HORACE HARDING EXPRESSWAY","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
181134,"213 STREET","58 AVENUE","HORACE HARDING EXPRESSWAY","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
98141,"206 STREET","58 AVENUE","HORACE HARDING EXPRESSWAY","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
98149,"206 STREET","56 AVENUE","58 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
98147,"206 STREET","53 AVENUE","56 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
97963,"206 STREET","50 AVENUE","53 AVENUE","Q",2017-10-19,2018-01-01,"CONTRACT ROADWAY MILLING"
73203,"HENRY HUDSON PARKWAY","HHP SB ENTRANCE W  232 ST","WEST  227 STREET","X",2017-10-19,2017-10-31,"REGRADE HARDWARE"
24411,"GOLD STREET","FULTON STREET","WILLOUGHBY STREET","B",2017-10-19,2017-10-23,"PLACE CRANE OR SHOVEL ON STREET"
274410,"GOLD STREET","FULTON STREET","WILLOUGHBY STREET","B",2017-10-19,2017-10-23,"PLACE CRANE OR SHOVEL ON STREET"
161982,"UNION STREET","BROOKLYN QNS EXPRESSWAY","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
184290,"UNION STREET","BROOKLYN QNS EXPRESSWAY","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
184291,"UNION STREET","BROOKLYN QNS EXPRESSWAY","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22531,"HOYT STREET","PRESIDENT STREET","UNION STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22533,"HOYT STREET","PRESIDENT STREET","UNION STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22531,"HOYT STREET","PRESIDENT STREET","PRESIDENT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22520,"HOYT STREET","CARROLL STREET","PRESIDENT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22530,"HOYT STREET","CARROLL STREET","PRESIDENT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22531,"HOYT STREET","CARROLL STREET","PRESIDENT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22515,"HOYT STREET","2 STREET","3 STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22520,"HOYT STREET","CARROLL STREET","CARROLL STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22517,"HOYT STREET","1 STREET","2 STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22519,"HOYT STREET","1 STREET","CARROLL STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22520,"HOYT STREET","1 STREET","CARROLL STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
21793,"PRESIDENT STREET","COLUMBIA STREET","VAN BRUNT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
21795,"UNION STREET","COLUMBIA STREET","VAN BRUNT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8171,"SUFFOLK AVENUE","QUEEN STREET","VERMONT COURT","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8184,"SUFFOLK AVENUE","DUKE PLACE","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
195415,"SUFFOLK AVENUE","DEAD END","DUKE PLACE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9548,"SUFFOLK AVENUE","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9551,"CLERMONT PLACE","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8165,"LIVINGSTON AVENUE","HAROLD STREET","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8168,"LIVINGSTON AVENUE","BRIELLE AVENUE","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8167,"LIVINGSTON AVENUE","HAROLD STREET","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8182,"LIVINGSTON AVENUE","HOLDEN BOULEVARD","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9543,"LIVINGSTON AVENUE","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9547,"QUINLAN AVENUE","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8161,"GRAVES STREET","BRIELLE AVENUE","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8163,"GRAVES STREET","HAROLD STREET","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8159,"GRAVES STREET","HAROLD STREET","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8181,"GRAVES STREET","HOLDEN BOULEVARD","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8179,"GRAVES STREET","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9541,"PERRY AVENUE","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8148,"WELLBROOK AVENUE","BRIELLE AVENUE","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8155,"WELLBROOK AVENUE","HAROLD STREET","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8121,"WELLBROOK AVENUE","HOLDEN BOULEVARD","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8157,"WELLBROOK AVENUE","HAROLD STREET","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8123,"WELLBROOK AVENUE","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22403,"UNION STREET","HOYT STREET","SMITH STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
21995,"UNION STREET","HENRY STREET","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
21977,"UNION STREET","COLUMBIA STREET","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22395,"UNION STREET","COURT STREET","SMITH STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22211,"UNION STREET","CLINTON STREET","HENRY STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22218,"UNION STREET","CLINTON STREET","COURT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
21987,"PRESIDENT STREET","HENRY STREET","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22400,"PRESIDENT STREET","HOYT STREET","SMITH STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
21975,"PRESIDENT STREET","COLUMBIA STREET","HICKS STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22208,"PRESIDENT STREET","CLINTON STREET","HENRY STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22393,"PRESIDENT STREET","COURT STREET","SMITH STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22202,"PRESIDENT STREET","CLINTON STREET","COURT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22632,"1 STREET","3 AVENUE","WHITWELL PLACE","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22525,"1 STREET","BOND STREET","BODY OF WATER","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
22518,"1 STREET","BOND STREET","HOYT STREET","B",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8224,"MOUNTAINVIEW AVENUE","BRIELLE AVENUE","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8221,"MOUNTAINVIEW AVENUE","HAROLD STREET","PORTAGE AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8223,"MOUNTAINVIEW AVENUE","HAROLD STREET","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8242,"MOUNTAINVIEW AVENUE","HOLDEN BOULEVARD","QUEEN STREET","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9665,"MOUNTAINVIEW AVENUE","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
9666,"MOUNTAINVIEW AVENUE","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8160,"PORTAGE AVENUE","GRAVES STREET","WELLBROOK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8147,"PORTAGE AVENUE","BRADLEY AVENUE","WELLBROOK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8169,"PORTAGE AVENUE","GRAVES STREET","LIVINGSTON AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8173,"PORTAGE AVENUE","LIVINGSTON AVENUE","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
8212,"PORTAGE AVENUE","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","S",2017-10-19,2018-01-01,"D.D.C. CONTRACTOR MAJOR RECONSTRUCTION"
